Provinsi,Kode_Provinsi,Kabupaten_Kota,Kode_Kabupaten,Link
Prov. Sulawesi Tengah,180000,Kab. Tojo Una Una,180900,https://dapo.kemendikdasmen.go.id/sp/2/180900
Prov. Sulawesi Tengah,180000,Kab. Tolitoli,180600,https://dapo.kemendikdasmen.go.id/sp/2/180600
Prov. Sulawesi Tengah,180000,Kab. Morowali,180700,https://dapo.kemendikdasmen.go.id/sp/2/180700
Prov. Sulawesi Tengah,180000,Kab. Morowali Utara,181200,https://dapo.kemendikdasmen.go.id/sp/2/181200
Prov. Sulawesi Tengah,180000,Kab. Banggai Kepulauan,180100,https://dapo.kemendikdasmen.go.id/sp/2/180100
Prov. Sulawesi Tengah,180000,Kab. Buol,180500,https://dapo.kemendikdasmen.go.id/sp/2/180500
Prov. Sulawesi Tengah,180000,Kab. Banggai Laut,181100,https://dapo.kemendikdasmen.go.id/sp/2/181100
Prov. D.I. Yogyakarta,40000,Kab. Sleman,40200,https://dapo.kemendikdasmen.go.id/sp/2/040200
Prov. D.I. Yogyakarta,40000,Kab. Bantul,40100,https://dapo.kemendikdasmen.go.id/sp/2/040100
Prov. D.I. Yogyakarta,40000,Kab. Gunungkidul,40300,https://dapo.kemendikdasmen.go.id/sp/2/040300
Prov. D.I. Yogyakarta,40000,Kab. Kulon Progo,40400,https://dapo.kemendikdasmen.go.id/sp/2/040400
Prov. D.I. Yogyakarta,40000,Kota Yogyakarta,46000,https://dapo.kemendikdasmen.go.id/sp/2/046000
Prov. Sulawesi Tenggara,200000,Kab. Konawe Selatan,200500,https://dapo.kemendikdasmen.go.id/sp/2/200500
Prov. Sulawesi Tenggara,200000,Kab. Muna,200200,https://dapo.kemendikdasmen.go.id/sp/2/200200
Prov. Sulawesi Tenggara,200000,Kab. Konawe,200100,https://dapo.kemendikdasmen.go.id/sp/2/200100
Prov. Sulawesi Tenggara,200000,Kab. Bombana,200700,https://dapo.kemendikdasmen.go.id/sp/2/200700
Prov. Sulawesi Tenggara,200000,Kab. Kolaka,200400,https://dapo.kemendikdasmen.go.id/sp/2/200400
Prov. Sulawesi Tenggara,200000,Kota Kendari,206000,https://dapo.kemendikdasmen.go.id/sp/2/206000
Prov. Sulawesi Tenggara,200000,Kab. Buton,200300,https://dapo.kemendikdasmen.go.id/sp/2/200300
Prov. Sulawesi Tenggara,200000,Kab. Kolaka Timur,201100,https://dapo.kemendikdasmen.go.id/sp/2/201100
Prov. Sulawesi Tenggara,200000,Kab. Wakatobi,200600,https://dapo.kemendikdasmen.go.id/sp/2/200600
Prov. Sulawesi Tenggara,200000,Kab. Muna Barat,201300,https://dapo.kemendikdasmen.go.id/sp/2/201300
Prov. Sulawesi Tenggara,200000,Kab. Kolaka Utara,200800,https://dapo.kemendikdasmen.go.id/sp/2/200800
Prov. Sulawesi Tenggara,200000,Kab. Konawe Utara,200900,https://dapo.kemendikdasmen.go.id/sp/2/200900
Prov. Sulawesi Tenggara,200000,Kab. Buton Tengah,201600,https://dapo.kemendikdasmen.go.id/sp/2/201600
Prov. Sulawesi Tenggara,200000,Kab. Buton Utara,201000,https://dapo.kemendikdasmen.go.id/sp/2/201000
Prov. Sulawesi Tenggara,200000,Kota Bau Bau,206100,https://dapo.kemendikdasmen.go.id/sp/2/206100
Prov. Sulawesi Tenggara,200000,Kab. Buton Selatan,201400,https://dapo.kemendikdasmen.go.id/sp/2/201400
Prov. Sulawesi Tenggara,200000,Kab. Konawe Kepulauan,201200,https://dapo.kemendikdasmen.go.id/sp/2/201200
Prov. Sulawesi Utara,170000,Kab. Minahasa,170200,https://dapo.kemendikdasmen.go.id/sp/2/170200
Prov. Sulawesi Utara,170000,Kota Manado,176000,https://dapo.kemendikdasmen.go.id/sp/2/176000
Prov. Sulawesi Utara,170000,Kab. Bolaang Mongondow,170100,https://dapo.kemendikdasmen.go.id/sp/2/170100
Prov. Sulawesi Utara,170000,Kab. Minahasa Selatan,170500,https://dapo.kemendikdasmen.go.id/sp/2/170500
Prov. Sulawesi Utara,170000,Kab. Minahasa Utara,170600,https://dapo.kemendikdasmen.go.id/sp/2/170600
Prov. Sulawesi Utara,170000,Kab. Kepulauan Sangihe,170300,https://dapo.kemendikdasmen.go.id/sp/2/170300
Prov. Sulawesi Utara,170000,Kab. Kepulauan Talaud,170400,https://dapo.kemendikdasmen.go.id/sp/2/170400
Prov. Sulawesi Utara,170000,Kab. Minahasa Tenggara,171000,https://dapo.kemendikdasmen.go.id/sp/2/171000
Prov. Sulawesi Utara,170000,Kota Bitung,176100,https://dapo.kemendikdasmen.go.id/sp/2/176100
Prov. Sulawesi Utara,170000,Kab. Bolaang Mongondow Utara,170800,https://dapo.kemendikdasmen.go.id/sp/2/170800
Prov. Sulawesi Utara,170000,Kab. Kep. Siau Tagulandang Biaro,170900,https://dapo.kemendikdasmen.go.id/sp/2/170900
Prov. Sulawesi Utara,170000,Kab. Bolaang Mongondow Selatan,171200,https://dapo.kemendikdasmen.go.id/sp/2/171200
Prov. Sulawesi Utara,170000,Kab. Bolaang Mongondow Timur,171100,https://dapo.kemendikdasmen.go.id/sp/2/171100
Prov. Sulawesi Utara,170000,Kota Kotamobagu,176300,https://dapo.kemendikdasmen.go.id/sp/2/176300
Prov. Sulawesi Utara,170000,Kota Tomohon,176200,https://dapo.kemendikdasmen.go.id/sp/2/176200
Prov. Bali,220000,Kab. Buleleng,220100,https://dapo.kemendikdasmen.go.id/sp/2/220100
Prov. Bali,220000,Kota Denpasar,226000,https://dapo.kemendikdasmen.go.id/sp/2/226000
Prov. Bali,220000,Kab. Badung,220400,https://dapo.kemendikdasmen.go.id/sp/2/220400
Prov. Bali,220000,Kab. Tabanan,220300,https://dapo.kemendikdasmen.go.id/sp/2/220300
Prov. Bali,220000,Kab. Karangasem,220800,https://dapo.kemendikdasmen.go.id/sp/2/220800
Prov. Bali,220000,Kab. Gianyar,220500,https://dapo.kemendikdasmen.go.id/sp/2/220500
Prov. Bali,220000,Kab. Jembrana,220200,https://dapo.kemendikdasmen.go.id/sp/2/220200
Prov. Bali,220000,Kab. Bangli,220700,https://dapo.kemendikdasmen.go.id/sp/2/220700
Prov. Bali,220000,Kab. Klungkung,220600,https://dapo.kemendikdasmen.go.id/sp/2/220600
Prov. Maluku,210000,Kab. Maluku Tengah,210100,https://dapo.kemendikdasmen.go.id/sp/2/210100
Prov. Maluku,210000,Kab. Seram Bagian Barat,210500,https://dapo.kemendikdasmen.go.id/sp/2/210500
Prov. Maluku,210000,Kota Ambon,216000,https://dapo.kemendikdasmen.go.id/sp/2/216000
Prov. Maluku,210000,Kab. Maluku Tenggara,210200,https://dapo.kemendikdasmen.go.id/sp/2/210200
Prov. Maluku,210000,Kab. Seram Bagian Timur,210600,https://dapo.kemendikdasmen.go.id/sp/2/210600
Prov. Maluku,210000,Kab. Maluku Barat Daya,210800,https://dapo.kemendikdasmen.go.id/sp/2/210800
Prov. Maluku,210000,Kab. Buru,210300,https://dapo.kemendikdasmen.go.id/sp/2/210300
Prov. Maluku,210000,Kab. Kepulauan Aru,210700,https://dapo.kemendikdasmen.go.id/sp/2/210700
Prov. Maluku,210000,Kab. Buru Selatan,210900,https://dapo.kemendikdasmen.go.id/sp/2/210900
Prov. Maluku,210000,Kab. Kepulauan Tanimbar,210400,https://dapo.kemendikdasmen.go.id/sp/2/210400
Prov. Maluku,210000,Kota Tual,216100,https://dapo.kemendikdasmen.go.id/sp/2/216100
Prov. Bengkulu,260000,Kab. Bengkulu Utara,260100,https://dapo.kemendikdasmen.go.id/sp/2/260100
Prov. Bengkulu,260000,Kota Bengkulu,266000,https://dapo.kemendikdasmen.go.id/sp/2/266000
Prov. Bengkulu,260000,Kab. Seluma,260800,https://dapo.kemendikdasmen.go.id/sp/2/260800
Prov. Bengkulu,260000,Kab. Kaur,260700,https://dapo.kemendikdasmen.go.id/sp/2/260700
Prov. Bengkulu,260000,Kab. Rejang Lebong,260200,https://dapo.kemendikdasmen.go.id/sp/2/260200
Prov. Bengkulu,260000,Kab. Mukomuko,260400,https://dapo.kemendikdasmen.go.id/sp/2/260400
Prov. Bengkulu,260000,Kab. Bengkulu Selatan,260300,https://dapo.kemendikdasmen.go.id/sp/2/260300
Prov. Bengkulu,260000,Kab. Bengkulu Tengah,260900,https://dapo.kemendikdasmen.go.id/sp/2/260900
Prov. Bengkulu,260000,Kab. Kepahiang,260500,https://dapo.kemendikdasmen.go.id/sp/2/260500
Prov. Bengkulu,260000,Kab. Lebong,260600,https://dapo.kemendikdasmen.go.id/sp/2/260600
Prov. Maluku Utara,270000,Kab. Halmahera Selatan,270500,https://dapo.kemendikdasmen.go.id/sp/2/270500
Prov. Maluku Utara,270000,Kab. halmahera Utara,270400,https://dapo.kemendikdasmen.go.id/sp/2/270400
Prov. Maluku Utara,270000,Kab. Halmahera Barat,270300,https://dapo.kemendikdasmen.go.id/sp/2/270300
Prov. Maluku Utara,270000,Kab. Kepulauan Sula,270700,https://dapo.kemendikdasmen.go.id/sp/2/270700
Prov. Maluku Utara,270000,Kota Tidore Kepulauan,276100,https://dapo.kemendikdasmen.go.id/sp/2/276100
Prov. Maluku Utara,270000,Kab. Pulau Taliabu,270100,https://dapo.kemendikdasmen.go.id/sp/2/270100
Prov. Maluku Utara,270000,Kab. Halmahera Timur,270600,https://dapo.kemendikdasmen.go.id/sp/2/270600
Prov. Maluku Utara,270000,Kota Ternate,276000,https://dapo.kemendikdasmen.go.id/sp/2/276000
Prov. Maluku Utara,270000,Kab. Pulau Morotai,270800,https://dapo.kemendikdasmen.go.id/sp/2/270800
Prov. Maluku Utara,270000,Kab. Halmahera Tengah,270200,https://dapo.kemendikdasmen.go.id/sp/2/270200
Prov. Sulawesi Barat,330000,Kab. Polewali Mandar,330300,https://dapo.kemendikdasmen.go.id/sp/2/330300
Prov. Sulawesi Barat,330000,Kab. Mamasa,330400,https://dapo.kemendikdasmen.go.id/sp/2/330400
Prov. Sulawesi Barat,330000,Kab. Mamuju,330100,https://dapo.kemendikdasmen.go.id/sp/2/330100
Prov. Sulawesi Barat,330000,Kab. Majene,330500,https://dapo.kemendikdasmen.go.id/sp/2/330500
Prov. Sulawesi Barat,330000,Kab. Pasangkayu,330200,https://dapo.kemendikdasmen.go.id/sp/2/330200
Prov. Sulawesi Barat,330000,Kab. Mamuju Tengah,330600,https://dapo.kemendikdasmen.go.id/sp/2/330600
Prov. Kepulauan Riau,310000,Kota Batam,316000,https://dapo.kemendikdasmen.go.id/sp/2/316000
Prov. Kepulauan Riau,310000,Kab. Karimun,310200,https://dapo.kemendikdasmen.go.id/sp/2/310200
Prov. Kepulauan Riau,310000,Kab. Bintan,310100,https://dapo.kemendikdasmen.go.id/sp/2/310100
Prov. Kepulauan Riau,310000,Kab. Lingga,310400,https://dapo.kemendikdasmen.go.id/sp/2/310400
Prov. Kepulauan Riau,310000,Kab. Natuna,310300,https://dapo.kemendikdasmen.go.id/sp/2/310300
Prov. Kepulauan Riau,310000,Kota Tanjung Pinang,316100,https://dapo.kemendikdasmen.go.id/sp/2/316100
Prov. Kepulauan Riau,310000,Kab. Kepulauan Anambas,310500,https://dapo.kemendikdasmen.go.id/sp/2/310500
Prov. Gorontalo,300000,Kab. Gorontalo,300200,https://dapo.kemendikdasmen.go.id/sp/2/300200
Prov. Gorontalo,300000,Kab. Bone Bolango,300400,https://dapo.kemendikdasmen.go.id/sp/2/300400
Prov. Gorontalo,300000,Kab. Boalemo,300100,https://dapo.kemendikdasmen.go.id/sp/2/300100
Prov. Gorontalo,300000,Kab. Pohuwato,300300,https://dapo.kemendikdasmen.go.id/sp/2/300300
Prov. Gorontalo,300000,Kab. Gorontalo Utara,300500,https://dapo.kemendikdasmen.go.id/sp/2/300500
Prov. Gorontalo,300000,Kota Gorontalo,306000,https://dapo.kemendikdasmen.go.id/sp/2/306000
Prov. Papua,250000,Kab. Jayapura,250100,https://dapo.kemendikdasmen.go.id/sp/2/250100
Prov. Papua,250000,Kab. Biak Numfor,250200,https://dapo.kemendikdasmen.go.id/sp/2/250200
Prov. Papua,250000,Kota Jayapura,256000,https://dapo.kemendikdasmen.go.id/sp/2/256000
Prov. Papua,250000,Kab. Kepulauan Yapen,250300,https://dapo.kemendikdasmen.go.id/sp/2/250300
Prov. Papua,250000,Kab. Keerom,252000,https://dapo.kemendikdasmen.go.id/sp/2/252000
Prov. Papua,250000,Kab. Sarmi,251900,https://dapo.kemendikdasmen.go.id/sp/2/251900
Prov. Papua,250000,Kab. Mamberamo Raya,252800,https://dapo.kemendikdasmen.go.id/sp/2/252800
Prov. Papua,250000,Kab. Waropen,252600,https://dapo.kemendikdasmen.go.id/sp/2/252600
Prov. Papua,250000,Kab. Supiori,252700,https://dapo.kemendikdasmen.go.id/sp/2/252700
Prov. Kepulauan Bangka Belitung,290000,Kab. Bangka,290100,https://dapo.kemendikdasmen.go.id/sp/2/290100
Prov. Kepulauan Bangka Belitung,290000,Kab. Bangka Barat,290400,https://dapo.kemendikdasmen.go.id/sp/2/290400
Prov. Kepulauan Bangka Belitung,290000,Kab. Bangka Tengah,290300,https://dapo.kemendikdasmen.go.id/sp/2/290300
Prov. Kepulauan Bangka Belitung,290000,Kab. Belitung,290200,https://dapo.kemendikdasmen.go.id/sp/2/290200
Prov. Kepulauan Bangka Belitung,290000,Kota Pangkal Pinang,296000,https://dapo.kemendikdasmen.go.id/sp/2/296000
Prov. Kepulauan Bangka Belitung,290000,Kab. Bangka Selatan,290500,https://dapo.kemendikdasmen.go.id/sp/2/290500
Prov. Kepulauan Bangka Belitung,290000,Kab. Belitung Timur,290600,https://dapo.kemendikdasmen.go.id/sp/2/290600
Prov. Papua Pegunungan,380000,Kab. Jayawijaya,380100,https://dapo.kemendikdasmen.go.id/sp/2/380100
Prov. Papua Pegunungan,380000,Kab. Yahukimo,380300,https://dapo.kemendikdasmen.go.id/sp/2/380300
Prov. Papua Pegunungan,380000,Kab. Lanny Jaya,380700,https://dapo.kemendikdasmen.go.id/sp/2/380700
Prov. Papua Pegunungan,380000,Kab. Pegunungan Bintang,380200,https://dapo.kemendikdasmen.go.id/sp/2/380200
Prov. Papua Pegunungan,380000,Kab. Tolikara,380400,https://dapo.kemendikdasmen.go.id/sp/2/380400
Prov. Papua Pegunungan,380000,Kab. Yalimo,380600,https://dapo.kemendikdasmen.go.id/sp/2/380600
Prov. Papua Pegunungan,380000,Kab. Mamberamo Tengah,380500,https://dapo.kemendikdasmen.go.id/sp/2/380500
Prov. Papua Pegunungan,380000,Kab. Nduga,380800,https://dapo.kemendikdasmen.go.id/sp/2/380800
Prov. Papua Tengah,360000,Kab. Nabire,360100,https://dapo.kemendikdasmen.go.id/sp/2/360100
Prov. Papua Tengah,360000,Kab. Mimika,360400,https://dapo.kemendikdasmen.go.id/sp/2/360400
Prov. Papua Tengah,360000,Kab. Paniai,360300,https://dapo.kemendikdasmen.go.id/sp/2/360300
Prov. Papua Tengah,360000,Kab. Deiyai,360800,https://dapo.kemendikdasmen.go.id/sp/2/360800
Prov. Papua Tengah,360000,Kab. Dogiyai,360600,https://dapo.kemendikdasmen.go.id/sp/2/360600
Prov. Papua Tengah,360000,Kab. Puncak,360500,https://dapo.kemendikdasmen.go.id/sp/2/360500
Prov. Papua Tengah,360000,Kab. Puncak Jaya,360200,https://dapo.kemendikdasmen.go.id/sp/2/360200
Prov. Papua Tengah,360000,Kab. Intan Jaya,360700,https://dapo.kemendikdasmen.go.id/sp/2/360700
Prov. Papua Barat,320000,Kab. Manokwari,320500,https://dapo.kemendikdasmen.go.id/sp/2/320500
Prov. Papua Barat,320000,Kab. Teluk Bintuni,320400,https://dapo.kemendikdasmen.go.id/sp/2/320400
Prov. Papua Barat,320000,Kab. Fak Fak,320100,https://dapo.kemendikdasmen.go.id/sp/2/320100
Prov. Papua Barat,320000,Kab. Kaimana,320200,https://dapo.kemendikdasmen.go.id/sp/2/320200
Prov. Papua Barat,320000,Kab. Teluk Wondama,320300,https://dapo.kemendikdasmen.go.id/sp/2/320300
Prov. Papua Barat,320000,Kab. Pegunungan Arfak,321100,https://dapo.kemendikdasmen.go.id/sp/2/321100
Prov. Papua Barat,320000,Kab. Manokwari Selatan,321200,https://dapo.kemendikdasmen.go.id/sp/2/321200
Prov. Papua Barat Daya,390000,Kab. Sorong,390400,https://dapo.kemendikdasmen.go.id/sp/2/390400
Prov. Papua Barat Daya,390000,Kota Sorong,390600,https://dapo.kemendikdasmen.go.id/sp/2/390600
Prov. Papua Barat Daya,390000,Kab. Raja Ampat,390200,https://dapo.kemendikdasmen.go.id/sp/2/390200
Prov. Papua Barat Daya,390000,Kab. Sorong Selatan,390300,https://dapo.kemendikdasmen.go.id/sp/2/390300
Prov. Papua Barat Daya,390000,Kab. Tambrauw,390500,https://dapo.kemendikdasmen.go.id/sp/2/390500
Prov. Papua Barat Daya,390000,Kab. Maybrat,390100,https://dapo.kemendikdasmen.go.id/sp/2/390100
Prov. Papua Selatan,370000,Kab. Merauke,370100,https://dapo.kemendikdasmen.go.id/sp/2/370100
Prov. Papua Selatan,370000,Kab. Mappi,370300,https://dapo.kemendikdasmen.go.id/sp/2/370300
Prov. Papua Selatan,370000,Kab. Asmat,370400,https://dapo.kemendikdasmen.go.id/sp/2/370400
Prov. Papua Selatan,370000,Kab. Boven Digoel,370200,https://dapo.kemendikdasmen.go.id/sp/2/370200
Luar Negeri,350000,Malaysia,350400,https://dapo.kemendikdasmen.go.id/sp/2/350400
Luar Negeri,350000,Arab Saudi,350800,https://dapo.kemendikdasmen.go.id/sp/2/350800
Luar Negeri,350000,Mesir,350300,https://dapo.kemendikdasmen.go.id/sp/2/350300
Luar Negeri,350000,Myanmar,350500,https://dapo.kemendikdasmen.go.id/sp/2/350500
Luar Negeri,350000,Singapura,351000,https://dapo.kemendikdasmen.go.id/sp/2/351000
Luar Negeri,350000,Japan,350200,https://dapo.kemendikdasmen.go.id/sp/2/350200
Luar Negeri,350000,Thailand,351200,https://dapo.kemendikdasmen.go.id/sp/2/351200
Luar Negeri,350000,Taiwan,351300,https://dapo.kemendikdasmen.go.id/sp/2/351300
Luar Negeri,350000,Belanda,350100,https://dapo.kemendikdasmen.go.id/sp/2/350100
Luar Negeri,350000,Filipina,350600,https://dapo.kemendikdasmen.go.id/sp/2/350600
Luar Negeri,350000,Cina,351400,https://dapo.kemendikdasmen.go.id/sp/2/351400
Luar Negeri,350000,Brunei Darussalam,351500,https://dapo.kemendikdasmen.go.id/sp/2/351500
Prov. Jambi,100000,Kab. Sarolangun,100300,https://dapo.kemendikdasmen.go.id/sp/2/100300
Prov. Jambi,100000,Kab. Merangin,100900,https://dapo.kemendikdasmen.go.id/sp/2/100900
Prov. Jambi,100000,Kota Jambi,106000,https://dapo.kemendikdasmen.go.id/sp/2/106000
Prov. Jambi,100000,Kab. Bungo,100200,https://dapo.kemendikdasmen.go.id/sp/2/100200
Prov. Jambi,100000,Kab. Batanghari,100100,https://dapo.kemendikdasmen.go.id/sp/2/100100
Prov. Jambi,100000,Kab. Muaro Jambi,100700,https://dapo.kemendikdasmen.go.id/sp/2/100700
Prov. Jambi,100000,Kab. Kerinci,100500,https://dapo.kemendikdasmen.go.id/sp/2/100500
Prov. Jambi,100000,Kab. Tebo,100600,https://dapo.kemendikdasmen.go.id/sp/2/100600
Prov. Jambi,100000,Kab. Tanjung Jabung Barat,100400,https://dapo.kemendikdasmen.go.id/sp/2/100400
Prov. Jambi,100000,Kab. Tanjung Jabung Timur,100800,https://dapo.kemendikdasmen.go.id/sp/2/100800
Prov. Jambi,100000,Kota Sungai Penuh,106100,https://dapo.kemendikdasmen.go.id/sp/2/106100
Prov. Kalimantan Tengah,140000,Kab. Kapuas,140100,https://dapo.kemendikdasmen.go.id/sp/2/140100
Prov. Kalimantan Tengah,140000,Kab. Kotawaringin Timur,140400,https://dapo.kemendikdasmen.go.id/sp/2/140400
Prov. Kalimantan Tengah,140000,Kab. Katingan,140600,https://dapo.kemendikdasmen.go.id/sp/2/140600
Prov. Kalimantan Tengah,140000,Kab. Kotawaringin Barat,140500,https://dapo.kemendikdasmen.go.id/sp/2/140500
Prov. Kalimantan Tengah,140000,Kab. Murung Raya,141200,https://dapo.kemendikdasmen.go.id/sp/2/141200
Prov. Kalimantan Tengah,140000,Kab. Barito Utara,140300,https://dapo.kemendikdasmen.go.id/sp/2/140300
Prov. Kalimantan Tengah,140000,Kota Palangka Raya,146000,https://dapo.kemendikdasmen.go.id/sp/2/146000
Prov. Kalimantan Tengah,140000,Kab. Pulang Pisau,141100,https://dapo.kemendikdasmen.go.id/sp/2/141100
Prov. Kalimantan Tengah,140000,Kab. Seruyan,140700,https://dapo.kemendikdasmen.go.id/sp/2/140700
Prov. Kalimantan Tengah,140000,Kab. Gunung Mas,141000,https://dapo.kemendikdasmen.go.id/sp/2/141000
Prov. Kalimantan Tengah,140000,Kab. Barito Selatan,140200,https://dapo.kemendikdasmen.go.id/sp/2/140200
Prov. Kalimantan Tengah,140000,Kab. Barito Timur,141300,https://dapo.kemendikdasmen.go.id/sp/2/141300
Prov. Kalimantan Tengah,140000,Kab. Lamandau,140900,https://dapo.kemendikdasmen.go.id/sp/2/140900
Prov. Kalimantan Tengah,140000,Kab. Sukamara,140800,https://dapo.kemendikdasmen.go.id/sp/2/140800
Prov. Kalimantan Timur,160000,Kab. Kutai Kartanegara,160200,https://dapo.kemendikdasmen.go.id/sp/2/160200
Prov. Kalimantan Timur,160000,Kota Samarinda,166000,https://dapo.kemendikdasmen.go.id/sp/2/166000
Prov. Kalimantan Timur,160000,Kota Balikpapan,166100,https://dapo.kemendikdasmen.go.id/sp/2/166100
Prov. Kalimantan Timur,160000,Kab. Kutai Timur,161000,https://dapo.kemendikdasmen.go.id/sp/2/161000
Prov. Kalimantan Timur,160000,Kab. Paser,160100,https://dapo.kemendikdasmen.go.id/sp/2/160100
Prov. Kalimantan Timur,160000,Kab. Kutai Barat,160900,https://dapo.kemendikdasmen.go.id/sp/2/160900
Prov. Kalimantan Timur,160000,Kab. Berau,160300,https://dapo.kemendikdasmen.go.id/sp/2/160300
Prov. Kalimantan Timur,160000,Kab. Penajam Paser Utara,161100,https://dapo.kemendikdasmen.go.id/sp/2/161100
Prov. Kalimantan Timur,160000,Kota Bontang,166300,https://dapo.kemendikdasmen.go.id/sp/2/166300
Prov. Kalimantan Timur,160000,Kab. Mahakam Ulu,161200,https://dapo.kemendikdasmen.go.id/sp/2/161200
Prov. Kalimantan Utara,340000,Kab. Nunukan,340500,https://dapo.kemendikdasmen.go.id/sp/2/340500
Prov. Kalimantan Utara,340000,Kab. Bulungan,340200,https://dapo.kemendikdasmen.go.id/sp/2/340200
Prov. Kalimantan Utara,340000,Kab. Malinau,340100,https://dapo.kemendikdasmen.go.id/sp/2/340100
Prov. Kalimantan Utara,340000,Kota Tarakan,346000,https://dapo.kemendikdasmen.go.id/sp/2/346000
Prov. Kalimantan Utara,340000,Kab. Tana Tidung,340300,https://dapo.kemendikdasmen.go.id/sp/2/340300
